SampleID,Decimal.Chronological.Age
205772290026_R05C01,52.15
205772290026_R06C01,65.31
205772290026_R07C01,62.7
205772290026_R08C01,46.27
205772290027_R01C01,44.66
205772290027_R02C01,50.29
205772290027_R03C01,67.62
205772290027_R04C01,56.51
205772290027_R05C01,49.37
205772290027_R06C01,56.35
205772290027_R07C01,36.45
205772290027_R08C01,59.86
205772290028_R01C01,41.76
205772290028_R02C01,61.26
205772290028_R03C01,45.33
205772290028_R04C01,47.27
205772290028_R05C01,70.27
205772290028_R06C01,71.93
205772290028_R07C01,67.04
205772290028_R08C01,40.76
205772290029_R02C01,36.35
205772290029_R03C01,64.87
205772290029_R04C01,51.5
205772290029_R05C01,54.38
205772290029_R06C01,49.88
205772290029_R07C01,51.18
205772290029_R08C01,49.87
205772290030_R02C01,68.46
205772290030_R03C01,45.77
205772290030_R04C01,68.86
205772290030_R05C01,35
205772290030_R06C01,62.19
205772290030_R07C01,66.85
205772290030_R08C01,38.97
205772290032_R01C01,52.7
205772290032_R02C01,78.13
205772290032_R03C01,80.43
205772290032_R04C01,46.96
205772290032_R05C01,59.26
205772290032_R06C01,75
205772290032_R07C01,25.36
205772290032_R08C01,52.98
205772290033_R01C01,64.86
205772290033_R02C01,52.64
205772290033_R03C01,24.8
205772290033_R04C01,70.49
205772290033_R05C01,57.63
205772290033_R06C01,63.57
205772290033_R07C01,31.3
205772290033_R08C01,57.86
205772290034_R01C01,36.16
205772290034_R02C01,61.64
205772290034_R03C01,73.96
205772290034_R04C01,55.05
205772290034_R05C01,66.55
205772290034_R06C01,49.15
205772290034_R07C01,62.54
205772290034_R08C01,36.09
205772290037_R01C01,48.82
205772290037_R02C01,63.57
205772290037_R03C01,49.22
205772290037_R04C01,34.95
205772290037_R05C01,50.85
205772290037_R06C01,53.21
205772290037_R07C01,56.39
205772290037_R08C01,57.5
205772290038_R01C01,38.08
205772290038_R02C01,27.43
205772290038_R03C01,52.69
205772290038_R04C01,52.73
205772290038_R05C01,40.41
205772290038_R06C01,51.93
205772290038_R07C01,60.99
205772290038_R08C01,28.8
205772290041_R01C01,43.53
205772290041_R02C01,69.18
205772290041_R03C01,69.33
205772290041_R04C01,69.42
205772290041_R05C01,69.54
205772290041_R06C01,69.61
205772290041_R07C01,69.76
205772290043_R01C01,27.95
205772290043_R02C01,69.16
205772290043_R03C01,64.5
205772290043_R04C01,26.22
205772290043_R05C01,65.04
205772290043_R06C01,68.65
205772290043_R07C01,41.68
205772290043_R08C01,50.95
205772290044_R01C01,68.07
205772290044_R02C01,40.55
205772290044_R03C01,60.66
205772290044_R04C01,72.84
205772290044_R05C01,40.24
205772290044_R06C01,38.07
205772290044_R07C01,67.18
205772290044_R08C01,69.59
205772290045_R01C01,63.56
205772290045_R02C01,40.9
205772290045_R03C01,59.83
205772290045_R04C01,51.65
205772290045_R05C01,54.94
205772290045_R06C01,57.14
205772290045_R07C01,41.97
205772290045_R08C01,62.07
205828610008_R01C01,56.85
205828610008_R02C01,43.34
205828610008_R03C01,46.59
205828610008_R04C01,52.44
205828610008_R05C01,48.1
205828610008_R06C01,55.78
205828610008_R07C01,63.48
205828610008_R08C01,71.18
205828610010_R01C01,45.56
205828610010_R02C01,40.54
205828610010_R03C01,45.18
205828610010_R04C01,49.19
205828610010_R05C01,42.04
205828610010_R06C01,39.8
205828610010_R07C01,44.56
205828610010_R08C01,61.45
205828610012_R01C01,38.42
205828610012_R02C01,84.24
205828610012_R03C01,63.62
205828610012_R04C01,79.17
205828610012_R05C01,69.78
205828610012_R06C01,40.47
205828610012_R07C01,56.01
205828610012_R08C01,62.25
205828610016_R01C01,63.17
205828610016_R02C01,47.41
205828610016_R03C01,60.85
205828610016_R04C01,61.53
205828610016_R05C01,45.57
205828610016_R06C01,42.31
205828610016_R07C01,54.71
205828610016_R08C01,67.31
205828610033_R01C01,69.6
205828610033_R02C01,59.35
205828610033_R03C01,63.24
205828610033_R04C01,68.03
205828610033_R05C01,53.73
205828610033_R06C01,41.72
205828610033_R07C01,62.65
205828610033_R08C01,46.46
205828610034_R02C01,58.64
205828610034_R03C01,60.97
205828610034_R04C01,47.42
205828610034_R05C01,36.53
205828610034_R06C01,53.51
205828610034_R07C01,64.87
205828610034_R08C01,51.05
205828610035_R01C01,70.71
205828610035_R02C01,53.43
205828610035_R03C01,54.14
205828610035_R04C01,53.28
205828610035_R05C01,48.85
205828610035_R06C01,58.9
205828610035_R07C01,43.47
205828610035_R08C01,53.25
205828610040_R01C01,80.69
205828610040_R02C01,20.82
205828610040_R03C01,42.99
205828610040_R04C01,68.36
205828610040_R05C01,37.32
205828610040_R06C01,59.11
205828610040_R07C01,47.37
205828610040_R08C01,37.95
205828610065_R01C01,52.8
205828610065_R02C01,75.48
205828610065_R03C01,60.28
205828610065_R04C01,77.33
205828610065_R05C01,57.96
205828610065_R06C01,76.44
205828610065_R07C01,58.73
205828610065_R08C01,60.03
205828610066_R01C01,41.75
205828610066_R02C01,65.88
205828610066_R03C01,43.32
205828610066_R04C01,39.77
205828610066_R05C01,50.94
205828610066_R06C01,48.85
205828610066_R07C01,40.17
205828610066_R08C01,31.2
205828610080_R01C01,54.78
205828610080_R02C01,55.2
205828610080_R03C01,42.89
205828610080_R04C01,46.48
205828610080_R05C01,61.2
205828610080_R06C01,47.01
205828610080_R07C01,34.82
205828610080_R08C01,36.59
205828610081_R01C01,70.74
205828610081_R02C01,61.93
205828610081_R03C01,47.76
205828610081_R04C01,41.17
205828610081_R05C01,44.42
205828610081_R06C01,42.45
205828610081_R07C01,65.86
205828610081_R08C01,51.45
205828610100_R01C01,43.61
205828610100_R02C01,49.67
205828610100_R03C01,68.98
205828610100_R04C01,52.54
205828610100_R05C01,51.55
205828610100_R06C01,75.68
205828610100_R07C01,74.62
205828610100_R08C01,48.43
205828610101_R01C01,55.36
205828610101_R02C01,76.27
205828610101_R03C01,60.75
205828610101_R04C01,34.19
205828610101_R05C01,52.01
205828610101_R06C01,53.6
205828610101_R07C01,66.26
205828610101_R08C01,35.59
205828610102_R01C01,68.55
205828610102_R02C01,53.93
205828610102_R04C01,67.84
205828610102_R05C01,41.21
205828610102_R06C01,37.98
205828610102_R07C01,37.36
205828610102_R08C01,43.45
205832310003_R01C01,54.66
205832310003_R02C01,59.21
205832310003_R03C01,59.96
205832310003_R04C01,44.76
205832310003_R05C01,23.1
205832310003_R06C01,76.07
205832310003_R07C01,39.95
205832310003_R08C01,50.55
205832310007_R01C01,60.38
205832310007_R02C01,60.86
205832310007_R03C01,50.22
205832310007_R04C01,49.45
205832310007_R05C01,39.03
205832310007_R06C01,60.47
205832310007_R07C01,38.02
205832310007_R08C01,62.48
205832310010_R01C01,73.22
205832310010_R02C01,60.53
205832310010_R03C01,56.37
205832310010_R04C01,71.46
205832310010_R05C01,16.61
205832310010_R06C01,64.95
205832310010_R07C01,39.09
205832310010_R08C01,41.93
205832310011_R01C01,58.06
205832310011_R02C01,58.23
205832310011_R03C01,67.81
205832310011_R04C01,76.77
205832310011_R05C01,56.01
205832310011_R06C01,54.71
205832310011_R07C01,52.98
205832310011_R08C01,46.1
205832310016_R01C01,37.39
205832310016_R02C01,36.05
205832310016_R03C01,52.73
205832310016_R04C01,36.7
205832310016_R05C01,77.13
205832310016_R06C01,62.01
205832310016_R07C01,46.02
205832310016_R08C01,35.51
205832310025_R01C01,47.8
205832310025_R02C01,44.01
205832310025_R03C01,66.63
205832310025_R04C01,59.66
205832310025_R05C01,59.79
205832310025_R06C01,46.43
205832310025_R07C01,64.19
205832310025_R08C01,51.34
205832310027_R01C01,39.11
205832310027_R02C01,27.26
205832310027_R03C01,53.18
205832310027_R04C01,42.31
205832310027_R05C01,40.22
205832310027_R06C01,64.94
205832310027_R07C01,24.29
205832310027_R08C01,68.81
205832310030_R01C01,43.38
205832310030_R02C01,72.82
205832310030_R03C01,29.45
205832310030_R04C01,62.57
205832310030_R05C01,77.7
205832310030_R06C01,43.77
205832310030_R07C01,34.89
205832310030_R08C01,44.57
205832310031_R01C01,60.26
205832310031_R02C01,34.04
205832310031_R03C01,49.85
205832310031_R04C01,72.01
205832310031_R05C01,73.84
205832310031_R06C01,59.18
205832310031_R07C01,37.72
205832310031_R08C01,36.38
205832310033_R01C01,35.75
205832310033_R02C01,54.17
205832310033_R03C01,52.06
205832310033_R04C01,38.52
205832310033_R05C01,24.18
205832310033_R06C01,63.81
205832310033_R07C01,70.68
205832310033_R08C01,54.76
205832310036_R01C01,44.54
205832310036_R02C01,39.12
205832310036_R03C01,36.32
205832310036_R04C01,40.22
205832310036_R05C01,27.15
205832310036_R06C01,67.36
205832310036_R07C01,85.83
205832310036_R08C01,41.33
205832310046_R01C01,54.98
205832310046_R02C01,61.08
205832310046_R03C01,52.65
205832310046_R04C01,57.32
205832310046_R05C01,37.75
205832310046_R06C01,55.7
205832310046_R07C01,55.39
205832310046_R08C01,46.4
205832310047_R01C01,45.93
205832310047_R02C01,70.04
205832310047_R03C01,69.37
205832310047_R04C01,41.44
205832310047_R05C01,41.3
205832310047_R06C01,70.77
205832310047_R07C01,39.23
205832310047_R08C01,62.61
205832310048_R01C01,64.06
205832310048_R02C01,74.68
205832310048_R03C01,46.72
205832310048_R04C01,80.15
205832310048_R05C01,37.68
205832310048_R06C01,71.23
205832310048_R07C01,49.82
205832310048_R08C01,79.19
205832310050_R01C01,55.15
205832310050_R02C01,40.1
205832310050_R03C01,53.83
205832310050_R04C01,60.56
205832310050_R05C01,61.16
205832310050_R06C01,43.87
205832310050_R07C01,70.84
205832310050_R08C01,42.34
205832310051_R01C01,32.74
205832310051_R02C01,66.75
205832310051_R03C01,51.21
205832310051_R05C01,40.99
205832310051_R06C01,50.74
205832310051_R07C01,59.43
205832310051_R08C01,47.75
205832310055_R01C01,68.84
205832310055_R02C01,36.85
205832310055_R03C01,51.38
205832310055_R04C01,59.34
205832310055_R05C01,53.12
205832310055_R06C01,45.84
205832310055_R07C01,54.39
205832310055_R08C01,34.1
205832310056_R01C01,40.47
205832310056_R02C01,38.4
205832310056_R03C01,48.54
205832310056_R04C01,64.3
205832310056_R05C01,52.43
205832310056_R06C01,40.5
205832310056_R07C01,65.25
205832310056_R08C01,34.28
205832310065_R01C01,62.4
205832310065_R02C01,45.28
205832310065_R03C01,59.72
205832310065_R04C01,58.28
205832310065_R05C01,26.06
205832310065_R06C01,47
205832310065_R07C01,69.67
205832310065_R08C01,63.02
205832310066_R01C01,68.09
205832310066_R02C01,39.72
205832310066_R03C01,38.77
205832310066_R04C01,38.24
205832310066_R05C01,48.44
205832310066_R06C01,82.44
205832310066_R07C01,62.45
205832310066_R08C01,60.72
205832310067_R01C01,38.45
205832310067_R02C01,67.06
205832310067_R03C01,58.55
205832310067_R04C01,38.04
205832310067_R05C01,44.28
205832310067_R06C01,47.27
205832310067_R07C01,43.67
205832310067_R08C01,76.24
205832310068_R01C01,50.34
205832310068_R02C01,39.11
205832310068_R03C01,48.95
205832310068_R04C01,59.55
205832310068_R05C01,33.96
205832310068_R06C01,53.92
205832310068_R07C01,52.09
205832310068_R08C01,74.89
205832310069_R01C01,53.79
205832310069_R02C01,61.71
205832310069_R03C01,40.25
205832310069_R04C01,55.04
205832310069_R05C01,44.93
205832310069_R06C01,26.87
205832310069_R07C01,41.43
205832310069_R08C01,46.21
205832310071_R01C01,51.87
205832310071_R02C01,53.35
205832310071_R03C01,88.13
205832310071_R04C01,35.34
205832310071_R05C01,49.58
205832310071_R06C01,54.96
205832310071_R07C01,69.36
205832310071_R08C01,53.26
205832310077_R01C01,69.88
205832310077_R02C01,31.73
205832310077_R03C01,42.83
205832310077_R04C01,38.71
205832310077_R05C01,67.64
205832310077_R06C01,70.77
205832310077_R07C01,67.33
205832310077_R08C01,59.31
205832310079_R01C01,46.48
205832310079_R02C01,52.19
205832310079_R03C01,83.13
205832310079_R04C01,56.43
205832310079_R05C01,67.36
205832310079_R06C01,68.33
205832310079_R07C01,45.16
205832310079_R08C01,61.04
205832310081_R01C01,35.43
205832310081_R03C01,47.02
205832310081_R04C01,65.85
205832310081_R05C01,78.01
205832310081_R06C01,47.85
205832310081_R07C01,63.89
205832310081_R08C01,64.37
205832310082_R01C01,66.61
205832310082_R03C01,37.97
205832310082_R04C01,42.77
205832310082_R05C01,69.71
205832310082_R06C01,47.87
205832310082_R07C01,43.02
205832310082_R08C01,82.21
205832310083_R01C01,56.78
205832310083_R02C01,51.61
205832310083_R03C01,51.46
205832310083_R04C01,71.21
205832310083_R05C01,51.52
205832310083_R06C01,30.71
205832310083_R07C01,48.52
205832310083_R08C01,47.86
205832310084_R01C01,56.84
205832310084_R02C01,35.76
205832310084_R03C01,65.9
205832310084_R04C01,44.42
205832310084_R05C01,44.55
205832310084_R06C01,85.07
205832310084_R07C01,36.75
205832310084_R08C01,32.65
205832310086_R01C01,62.33
205832310086_R02C01,56.93
205832310086_R03C01,72.25
205832310086_R04C01,85.89
205832310086_R05C01,75.5
205832310086_R06C01,64.5
205832310086_R07C01,40.29
205832310086_R08C01,55.31
205832310087_R01C01,69.19
205832310087_R02C01,76.25
205832310087_R03C01,NA
205832310087_R04C01,65.59
205832310087_R05C01,72.21
205832310087_R06C01,70.56
205832310087_R07C01,40.61
205832310087_R08C01,72.87
205832310088_R01C01,61.82
205832310088_R02C01,36.18
205832310088_R03C01,41.99
205832310088_R04C01,44.71
205832310088_R05C01,57.91
205832310088_R06C01,70.78
205832310088_R07C01,59.5
205832310088_R08C01,61.9
205832310089_R01C01,61.42
205832310089_R02C01,56.61
205832310089_R03C01,55.72
205832310089_R04C01,37.51
205832310089_R05C01,61.07
205832310089_R06C01,48.81
205832310089_R08C01,54.62
205832310090_R01C01,43.77
205832310090_R02C01,69.69
205832310090_R03C01,58.61
205832310090_R04C01,66.39
205832310090_R05C01,28.49
205832310090_R06C01,40.52
205832310090_R07C01,46.11
205832310090_R08C01,77.69
205832310091_R01C01,32.81
205832310091_R02C01,35.97
205832310091_R03C01,57.58
205832310091_R04C01,55.3
205832310091_R05C01,30.42
205832310091_R06C01,39.9
205832310091_R07C01,37.68
205832310091_R08C01,58.14
205832310092_R01C01,84.04
205832310092_R02C01,74.84
205832310092_R03C01,47.34
205832310092_R04C01,57.31
205832310092_R05C01,48.85
205832310092_R06C01,46.92
205832310092_R07C01,48.55
205832310092_R08C01,39.93
205832310093_R02C01,58.04
205832310093_R05C01,40.8
205832310093_R06C01,59.42
205832310093_R07C01,35.52
205832310093_R08C01,76.16
205832310094_R01C01,63.36
205832310094_R02C01,37.25
205832310094_R03C01,80.3
205832310094_R04C01,58.85
205832310094_R05C01,67.46
205832310094_R06C01,79.4
205832310094_R07C01,60.59
205832310094_R08C01,52.82
205832310095_R01C01,83.36
205832310095_R02C01,55.61
205832310095_R03C01,48.04
205832310095_R04C01,62
205832310095_R05C01,71.54
205832310095_R06C01,61.5
205832310095_R07C01,45.28
205832310095_R08C01,39.99
205832310096_R02C01,57.75
205832310096_R03C01,58.95
205832310096_R04C01,61.01
205832310096_R05C01,51.75
205832310096_R06C01,60.6
205832310096_R07C01,43.48
205832310096_R08C01,50.79
205832310097_R01C01,46.56
205832310097_R02C01,34.71
205832310097_R03C01,49.15
205832310097_R04C01,67.75
205832310097_R05C01,56.58
205832310097_R06C01,43.29
205832310097_R07C01,51.68
205832310097_R08C01,63
205832310098_R01C01,41.39
205832310098_R02C01,69
205832310098_R03C01,61.47
205832310098_R06C01,77.94
205832310098_R07C01,30.46
205832310099_R01C01,53.1
205832310099_R02C01,35.78
205832310099_R03C01,39.77
205832310099_R04C01,65.73
205832310099_R05C01,60.97
205832310099_R06C01,39.04
205832310099_R07C01,59.25
205832310099_R08C01,57.71
205832310100_R01C01,63.05
205832310100_R02C01,34.96
205832310100_R03C01,48.49
205832310100_R04C01,44.61
205832310100_R05C01,36.04
205832310100_R06C01,69.03
205832310100_R07C01,67.12
205832310100_R08C01,50.78
205832310107_R01C01,66.53
205832310107_R02C01,68.02
205832310107_R03C01,44.31
205832310107_R04C01,66.78
205832310107_R05C01,65.11
205832310107_R06C01,49.1
205832310107_R07C01,58.74
205832310107_R08C01,65.57
205832310108_R01C01,46.73
205832310108_R02C01,48.5
205832310108_R03C01,66.85
205832310108_R04C01,49.86
205832310108_R05C01,73.11
205832310108_R06C01,48.97
205832310108_R07C01,61.4
205832310108_R08C01,52.25
205832310112_R01C01,46.65
205832310112_R02C01,40.06
205832310112_R03C01,59.54
205832310112_R04C01,73.39
205832310112_R05C01,60.3
205832310112_R06C01,50.17
205832310112_R07C01,42.68
205832310115_R01C01,34.45
205832310115_R02C01,45.47
205832310115_R03C01,39.05
205832310115_R04C01,41.81
205832310115_R05C01,55.33
205832310115_R06C01,67.23
205832310115_R07C01,57.89
205832310115_R08C01,48.71
205832310116_R01C01,49.43
205832310116_R02C01,33.51
205832310116_R03C01,42.58
205832310116_R04C01,46.72
205832310116_R05C01,54.92
205832310116_R06C01,52.37
205832310116_R07C01,37.54
205832310116_R08C01,38.43
205832310117_R01C01,50.01
205832310117_R03C01,53.07
205832310117_R05C01,63.11
205832310117_R06C01,51.27
205832310117_R07C01,24.36
205832310117_R08C01,57.96
205832310118_R01C01,64.82
205832310118_R02C01,60.82
205832310118_R03C01,56.28
205832310118_R04C01,44.68
205832310118_R05C01,51.21
205832310118_R06C01,65.02
205832310118_R07C01,51.52
205832310118_R08C01,65.02
205832310119_R01C01,68.14
205832310119_R02C01,32.24
205832310119_R03C01,54.51
205832310119_R04C01,64.18
205832310119_R05C01,49.64
205832310119_R06C01,76.25
205832310119_R07C01,55.3
205832310119_R08C01,49.16
205832310120_R01C01,38.74
205832310120_R02C01,64.65
205832310120_R03C01,45.45
205832310120_R04C01,53.28
205832310120_R05C01,55.09
205832310120_R06C01,44.67
205832310120_R07C01,69.04
205832310120_R08C01,34.53
205832310121_R01C01,49.24
205832310121_R02C01,59.92
205832310121_R03C01,61.51
205832310121_R04C01,52.55
205832310121_R05C01,34.5
205832310121_R06C01,54.5
205832310121_R07C01,42.95
205832310121_R08C01,58.94
205832310122_R01C01,45.01
205832310122_R02C01,54.69
205832310122_R03C01,56.15
205832310122_R04C01,43.31
205832310122_R05C01,45.9
205832310122_R06C01,64.01
205832310122_R07C01,40.41
205832310122_R08C01,55.52
205832310130_R01C01,57.83
205832310130_R02C01,71.01
205832310130_R03C01,66.08
205832310130_R04C01,53.67
205832310130_R05C01,54.8
205832310130_R06C01,30.98
205832310130_R07C01,73.42
205832310130_R08C01,61.8
205832310131_R03C01,55.34
205832310131_R04C01,45.82
205832310131_R05C01,55.15
205832310131_R07C01,50.8
205832310131_R08C01,53.53
205832310132_R02C01,43.54
205832310132_R03C01,82.38
205832310132_R04C01,56.39
205832310132_R06C01,57.08
